id;numeroSecuriteSociale;nom;prenom
810;207388904396414;d' Aillon;Victor
811;276927105574989;Diderot;Philip
812;103287353499697;Proust;Edgar
813;258193123486822;Zola;Mary
814;158126167727346;Nesbo;S.J.
815;103299116439728;Hugo;Louis
816;245287590840085;Gardner;J.
817;257331035179483;Kafka;Denis
818;109657159101562;Vargas;Mary
819;203380762353001;Zola;Paula
820;193418446615043;Watson;Jane
821;156685275567890;Simenon;Jean-François
822;273386288489269;Nesbo;Jo
823;256075203983256;Seskis;Michel
824;263592163017548;J. Ellory;Arthur
825;262331832552890;Gide;Donna
826;137995517608972;Harper;Nora
827;168698394151267;Wilde;Victor
828;293124774063985;Harper;Mary
829;265432349692638;Jon Ellory;Harlan
830;162713225574876;Camus;Arnaldur
831;139656250450711;Simenon;Albert
832;156735422541602;Simenon;Denis
833;150795851147231;Hayes;Pierre
834;289140706907384;Gentry;Philip
835;212470505372973;Conan;Émile
836;144161536829525;Aragon;Pierre
837;267792669124808;Conan;Nora
838;234600458373001;Levy;Louis
839;123438138379923;Indridason;Lisa
840;175337909506214;Shelley;Mary
841;210878481835496;Vargas;Nora
842;157066743630711;Bussi;Terry
843;243916401448427;Aragon;Franz
844;188998142951951;Hugo;Jules
845;240030962335512;Zola;Mark
846;268099416741131;Aragon;Ian
847;231800467102294;Louis;Pierre
848;129786537893416;Jon Ellory;Mary
849;140869562008061;Higgins Clark;Maxime
850;185560854935712;Watson;Donna
851;244558014506393;Gardner;Léon
852;247114849987526;Gardner;Mary
853;276581870202884;Harper;Victor
854;215117759167784;Zola;Lisa
855;286812485744852;Diderot;R.
856;212892718349140;Tolstoï;Camilla
857;100801937982924;Gentry;Renaud
858;102267959401510;Zola;Maxime
859;299125465040333;Allan;Edgar
860;113418531646469;Mention;Jo
861;252616588930478;May;Tina
862;234244908288172;Louis;J.
863;112598052249420;Gide;Lisa
864;239001236699178;Gentry;Bernard
865;163552222316698;Hawkins;Umberto
866;206437154853937;Kerr;Arnaldur
867;131876078484386;Eco;Marc
868;259264248611513;Higgins;Bernard
869;210825684215550;Läckberg;Denis
870;178967443883434;Allan;Émile
871;226277710036217;Roberts;S.J.
872;156343971097678;Nesbø;Arthur
873;162792284815343;Kafka;Jo
874;139211967297570;J. Ellory;Albert
875;193280682202635;Jon Ellory;Tina
876;118806216425808;Minier;Michaël
877;121721411726139;Camus;Oscar
878;144296333628253;Paris;Åsa
879;138427245943703;Chattam;Fred
880;157988703533934;Nesbø;Nora
881;128662889561029;Roberts;Franz
882;115788913075381;J. Ellory;Robert
883;260163233407366;Tolstoï;S.J.
884;266632162817558;Lemaitre;Lisa
885;223007853704110;J. Ellory;Philip
886;212913633941132;Parot;Renaud
887;143982266120074;Bussi;Amy
888;252748458466340;d' Aillon;Alfred
889;214786077124889;Simenon;Åsa
890;131784993518328;May;Robert
891;186137393911766;Vargas;Camilla
892;226515115629943;Chattam;Åsa
893;270175735284855;Austen;Peter
894;199293242249014;Lemaitre;Paula
895;268889256405722;Kerr;Philip
896;213154542994182;Gentry;Georges
897;243063069445094;Seskis;Nora
898;290309316390548;Hawkins;Amy
899;253893187854120;Kepler;Nora
900;286547546440300;Mention;Michaël
901;197278685508464;Indridason;Pierre
902;234465941422751;Gide;Jules
903;179408730989620;Twain;J.
904;246404452644980;Minier;Mary
905;129878452804816;Diderot;Peter
906;172971773635613;Twain;Jules
907;287015199168431;Camus;Lars
908;206073087090824;Conan;Marcel
909;235482168195414;Bussi;Edgar
910;278193568131656;Fleming;Ian
911;164705939974088;Seskis;Renaud
912;192621507262217;Tolstoï;Jane
913;156323623571404;Wilde;Edgar
914;135846903904480;Gardner;Georges
915;186953534191365;Lemaitre;Jo
916;100149248354035;Roberts;Jules
917;117156109182745;Mention;Jean-François
918;162688164373186;Nesbo;Marcel
919;272475487189644;J. Ellory;Louis
920;257620788444135;Läckberg;Amy
921;131224879311985;Kerr;Louis
922;271108872098452;Bombard;Pierre
923;245912939932149;Larsson;S.J.
924;104077193067272;Harper;Peter
925;298800464674574;Nesbø;Roger
926;252477670211597;Vargas;Pierre
927;251338321027575;Shelley;Jo
928;126125298767092;London;Isaac
929;291620644012692;Indridason;Pierre
930;299247455613808;Kafka;B.A.
931;218304442911965;Paris;Isaac
932;244047590467911;Louis;Ian
933;165322816446060;Camus;Albert
934;214620878823157;Proust;Paula
935;197893983079702;Austen;Donna
936;160552833578730;de Balzac;Alfred
937;121166739872436;Higgins;Albert
938;204894885362739;London;Jean-François
939;110801251311959;Pouchairet;Georges
940;128285658166167;Kerr;Harlan
941;102574918195129;Indridason;Nora
942;203769090830388;May;Pierre
943;217328162638069;Camus;Ian
944;132715741562699;Hugo;Philip
945;188478695516966;Bussi;Victor
946;222166550179464;Allan;Albert
947;215500934740407;Pouchairet;Philip
948;111561441179864;Hugo;Paula
949;153912631823931;Läckberg;Mark
950;103452210403349;Proust;Philip
951;183173593353130;Verne;Mary
952;202318117294869;Hayes;André
953;231482754534328;Hawkins;Mary
954;141119119782986;Leon;J.
955;125959449975774;Higgins;J.
956;237094427938279;Chattam;Jean-François
957;213500177849572;Gide;Nora
958;284635986265789;Fleming;Émile
959;152532676772554;Lemaitre;Fred
960;222127395006988;Vargas;Albert
961;184498472488159;Indridason;Jo
962;132309434368960;Paris;Lisa
963;289836348342626;Allan;Marc
964;183360635669862;Gardner;Jo
965;110868693548086;Higgins;Åsa
966;170838388874972;Läckberg;Nora
967;141541318252730;Minier;Harlan
968;166360512828517;de Balzac;Albert
969;222341190046863;Indridason;Jean-François
970;284202795304810;Harper;André
971;196057686570038;Camus;R.
972;128916549957950;Eco;Jo
973;288373119234027;Twain;Jo
974;232387418886862;Hayes;Ian
975;289390185435087;Kerr;Jo
976;127438082954671;Kepler;Jane
977;280075766439801;Bombard;Bernard
978;234155250179142;Paris;Denis
979;154781468751466;Larsson;Jean-François
980;146893584622231;Shelley;S.J.
981;133661280336577;Austen;Lisa
982;260212069652386;Verne;Fred
983;279153482224415;Camus;Pierre
984;167712646408940;Hugo;Marcel
985;259270854795119;Hugo;Robert
986;167020846894263;Aragon;Paula
987;214217449869755;Conan;Ian
988;139785374218974;K. Rowling;Camilla
989;123205910617036;Simenon;Jules
990;249156695945030;Hayes;Renaud
991;148804317166476;Gentry;Bernard
992;120672470169939;Mention;Jo
993;247875330558711;Pouchairet;Léon
994;143170156566147;Verne;Edgar
995;125793062235448;Chattam;Lars
996;164978724066303;Wilde;Jean-François
997;154964821120489;May;Jean-François
998;132562562494047;Larsson;Amy
999;251719524228730;Kerr;Jean
1000;195231328636871;Hawkins;Jo
1001;181954026989949;Chattam;Jo
1002;174387687541019;Levy;Jean-François
1003;256205425070275;Shelley;Fred
1004;116619548742190;Hugo;Jane
1005;253805888232614;Hayes;Michel
1006;275262942775296;Proust;Peter
1007;240124475645435;Hayes;Albert
1008;201325692339837;Mention;Alfred
1009;271775536885786;Coben;Denis
1010;184415982375158;Hayes;Pierre
1011;241594720793608;Gide;Albert
1012;283847029754102;Kerr;Émile
1013;226635602186871;Fleming;Edgar
1014;289054357352516;Bombard;Lisa
1015;287784723502418;de Musset;Ian
1016;178762420831956;Allan;Jean-François
1017;262623876761648;Watson;Terry
1018;128430143270135;Eco;Michel
1019;256454983517762;Läckberg;Edgar
1020;276572499163330;Bombard;Philip
1021;119829407222193;Higgins;Lars
1022;168261429471903;Hugo;Robert
1023;110601880450149;Conan;Marc
1024;180910912878772;Lemaitre;Åsa
1025;261695298191886;Coben;Robert
1026;245391831843451;Larsson;Mary
1027;179422699458017;Parot;Isaac
1028;165165880967553;Hugo;Nora
1029;100407451378751;Harper;Albert
1030;268436495706321;Austen;Mary
1031;103029421258083;Vargas;Philip
1032;152435357236236;Harper;Victor
1033;219136414681628;Paris;Jules
1034;240483001753371;May;R.
1035;159197269102916;Vargas;Philip
1036;176450996329647;Chattam;Umberto
1037;271895966176804;Minier;Alfred
1038;276530761292141;Seskis;Mary
1039;201477366212294;de Balzac;Umberto
1040;255958188788870;Nesbø;S.J.
1041;234065531981417;Wilde;Mary
1042;159285066452075;Harper;Arthur
1043;271684892095482;Shelley;Émile
1044;239324991168857;Higgins Clark;Victor
1045;110208125491390;Simenon;Nora
1046;239578210293878;Larsson;Franz
1047;126710770979512;Aragon;Denis
1048;210318857511249;K. Rowling;Lisa
1049;139157445491724;Lemaitre;Louis
1050;106599269049360;Roberts;Marcel
1051;159467498246321;Pouchairet;Jack
1052;269898005422226;May;Mary
1053;142056954849184;Roberts;Philip
1054;231605287475856;Jon Ellory;Victor
1055;118377849578072;Gardner;Edgar
1056;217376357429893;May;Jack
1057;103070608084227;J. Ellory;Maxime
1058;255589092311996;J. Ellory;B.A.
1059;178895187342132;Watson;Denis
1060;273874972188990;Gentry;Edgar
1061;138505780991489;de Balzac;Ian
1062;144606285674653;Gardner;Peter
1063;113449497417095;Hayes;Camilla
1064;282110982902623;Läckberg;Mary
1065;260587937480825;J. Ellory;Harlan
1066;174639467572116;Allan;Oscar
1067;285021216568396;Verne;Alfred
1068;285639198002628;Bussi;Mary
1069;171176600273203;Conan;Jean-François
1070;207740508236023;Mention;Jane
1071;250550141397107;Aragon;Franz
1072;168665885151213;Watson;Louis
1073;108971064151762;Chattam;Léon
1074;138196231797761;Wilde;Jo
1075;172313842652549;Kerr;Nora
1076;107075875436636;Hawkins;Maxime
1077;111854529706590;Allan;Tina
1078;128435342514991;Larsson;Michaël
1079;122802319485420;Eco;Marcel
1080;220597088593385;Conan;Jane
1081;176206299575163;Jon Ellory;Marcel
1082;188631106057405;Hugo;Isaac
1083;184210169110395;Läckberg;Jean-François
1084;178560128475248;Kafka;Mary
1085;171620863111592;London;Åsa
1086;162621215009397;Chattam;Jo
1087;176148044529938;Austen;Ian
1088;221587151566571;Diderot;B.A.
1089;213571237898162;Chattam;Isaac
1090;218066048307349;Larsson;Marcel
1091;215046684795865;Nesbo;Edgar
1092;236177930390408;Coben;Tina
1093;213782127969262;Seskis;S.J.
1094;284623242422774;Asimov;Jack
1095;154887649121482;Vargas;Pierre
1096;237674679398905;Harper;Lars
1097;169269206769313;Vargas;Umberto
1098;247773746308666;Proust;Jack
1099;224319447220046;Levy;Pierre
1100;163182768270517;Parot;Maxime
1101;107244438893738;Kerr;R.
1102;210957411101092;Camus;Bernard
1103;136337670235837;J. Ellory;Michel
1104;131628899219524;Kerr;Jean-François
1105;275487028863264;Gardner;Jean-François
1106;170962454072762;Kepler;André
1107;218594990760351;de Musset;Louis
1108;175710391313874;d' Aillon;Lisa
1109;262082482610237;Wilde;Fred
1110;103083344856721;Twain;Marc
1111;152706497642471;Hayes;Åsa
1112;159575809166287;Tolstoï;Philip
1113;157987349834334;May;Michaël
1114;145788442359133;Jon Ellory;J.
1115;175518012758137;Kepler;Edgar
1116;117637555111800;Asimov;Jack
1117;139022985942429;Aragon;Jo
1118;193691505803353;Läckberg;Roger
1119;201273776653464;Vargas;Lisa
1120;205100549536725;d' Aillon;J.
1121;244470268533668;Seskis;Peter
1122;180636830333193;Camus;Maxime
1123;289088295662468;de Balzac;Jo
1124;271286480738614;Conan;Michaël
1125;246776488751981;Lemaitre;Mary
1126;121419165717665;Austen;Mark
1127;142304503707737;Zola;Jo
1128;256398423874859;Watson;Philip
1129;288592743488869;Hugo;Arnaldur
1130;224816919021385;Minier;Jean-François
1131;256128960828091;Gide;Lisa
1132;224567070364085;Kerr;Jane
1133;157447610591833;Gentry;Pierre
1134;249715215209935;Jon Ellory;Camilla
1135;256575363715667;Simenon;Umberto
1136;278828314112808;Eco;Pierre
1137;211035821585794;Nesbo;Honoré
1138;188605871736220;Zola;Philip
1139;237927732961506;London;Amy
1140;242006520248349;Aragon;Pierre
1141;101048508516829;d' Aillon;Arnaldur
1142;242260110814403;Indridason;B.A.
1143;193513765790346;Vargas;Marc
1144;282310909277397;Larsson;J.
1145;248629361545072;Diderot;J.
1146;269771439104102;Higgins;Fred
1147;181068401397583;Proust;Émile
1148;129744341929283;Chattam;Lars
1149;183556656694202;Gentry;Renaud
1150;126893852757694;Bombard;Paula
1151;251576919069917;Higgins Clark;Lars
1152;265312237678465;de Balzac;Honoré
1153;252753869780592;Lemaitre;Mary
1154;197875615465558;Gardner;Mary
1155;241577582727750;Tolstoï;Donna
1156;269023124434865;Larsson;Lars
1157;294440679131569;Vargas;S.J.
1158;121344099400548;de Balzac;Peter
1159;144589201298098;Wilde;Donna
1160;200296587847122;Twain;Philip
1161;236800151036836;Parot;J.
1162;222984246319242;Chattam;Fred
1163;205606455403455;Kafka;Donna
1164;255959507402178;Higgins Clark;Marc
1165;280737993111805;Kerr;Lars
1166;245330661301259;Watson;Roger
1167;121945166652139;Gentry;Jean-François
1168;260327646316088;K. Rowling;Michel
1169;179210751532189;Zola;Philip
1170;269100128541486;de Balzac;Isaac
1171;137570425565992;Camus;Jane
1172;257985479618006;Verne;Franz
1173;224906251937645;Verne;Roger
1174;116616126450771;Louis;Arnaldur
1175;131108040418204;de Balzac;Terry
1176;192375475817240;Harper;Jane
1177;176617837975738;Camus;Victor
1178;237650146652221;Seskis;S.J.
1179;113904374346093;Tolstoï;Franz
1180;154026161754583;Larsson;Robert
1181;174918248972187;Hawkins;Jack
1182;235872356290089;K. Rowling;Ian
1183;162900136514484;Diderot;Bernard
1184;239912483672211;K. Rowling;Umberto
1185;240623164416112;Vargas;Renaud
1186;173344025361350;Bussi;Michaël
1187;206928689002016;de Balzac;Tina
1188;116902680914169;Shelley;Nora
1189;283329428462066;Kepler;Émile
1190;254345796256461;Läckberg;Georges
1191;201990384859303;de Musset;Jules
1192;180887256986255;Bussi;Roger
1193;214083064157121;Tolstoï;J.
1194;280206265913141;Austen;Edgar
1195;135984897979600;Conan;Léon
1196;127437312066910;Allan;Fred
1197;152148343560502;Hugo;Lars
1198;160427240102815;de Balzac;Fred
1199;164367685674170;Indridason;Paula
1200;140690864788630;Nesbø;Alfred
1201;181098974256338;May;Jane
1202;139113703596053;Kepler;Åsa
1203;285870823698371;Higgins Clark;Arnaldur
1204;266851016468415;J. Ellory;Jean
1205;226433699809823;K. Rowling;B.A.
1206;227184717315523;Nesbø;Mark
1207;108052011067983;Allan;Arnaldur
1208;205907213240964;London;Albert
1209;283650390458167;Nesbø;Roger
1210;202691471687090;d' Aillon;Nora
1211;178363241348514;Camus;Bernard
1212;272995927297151;Pouchairet;Mary
1213;154015276034380;Nesbo;Camilla
1214;167119091134392;de Balzac;Jean-François
1215;257289217443475;Simenon;Jane
1216;299095393958864;Coben;Michel
1217;233642647801626;de Balzac;Émile
1218;269106487341042;Shelley;Edgar
1219;294194445768244;May;Harlan
1220;107908493531049;Indridason;Alfred
1221;191716575108886;May;Donna
1222;252673953558125;Jon Ellory;Jules
1223;159397191393032;Mention;Arnaldur
1224;138893236543669;Louis;Edgar
1225;241223372665704;Nesbø;Marc
1226;114651062352965;Gide;Mark
1227;164655835493431;Gentry;Pierre
1228;156106350548132;Hugo;Jo
1229;190986314224354;Fleming;Fred
1230;162838308952149;Läckberg;Paula
1231;181512170295461;Kepler;Philip
1232;156933131193935;Minier;Léon
1233;171187381795801;Roberts;R.
1234;249500723687589;d' Aillon;Albert
1235;232094747765363;Gide;Franz
1236;240118784397284;Pouchairet;Léon
1237;201194639203302;Harper;Marcel
1238;146711422569598;Gentry;Mary
1239;272673461030666;Seskis;Mary
1240;169191329928525;Vargas;Marc
1241;199004649685374;K. Rowling;Renaud
1242;286365908966886;Higgins Clark;Nora
1243;152147485137138;Leon;Renaud
1244;296592784767640;May;R.
1245;253231740787376;Mention;Léon
1246;158074620451854;May;Robert
1247;113384434675763;de Musset;Peter
1248;158361139845169;Vargas;Georges
1249;158701853142480;Simenon;Åsa
1250;275727005132050;de Balzac;Camilla
1251;200027169472361;Verne;Umberto
1252;274454931858545;Paris;Jean-François
1253;221799412603289;Leon;Jo
1254;293998714247171;K. Rowling;S.J.
1255;280261142432976;Harper;André
1256;155313821743270;Nesbø;Edgar
1257;150863496974529;Kafka;Georges
1258;253160636547909;Vargas;Peter
1259;205824076444010;Kerr;Georges
1260;160770352551863;Gide;Louis
1261;181437921374324;Diderot;Michaël
1262;249879294067034;Verne;Mary
1263;230884747153520;d' Aillon;Jo
1264;200194464353352;de Musset;Robert
1265;269172555124912;Gentry;B.A.
1266;239093991102845;Wilde;Jane
1267;280810978534076;Allan;Terry
1268;121507405258488;Conan;Jo
1269;183765558170104;London;Paula
1270;198892560494791;Vargas;Maxime
1271;251584945567554;Twain;Michel
1272;138653959613935;Läckberg;Umberto
1273;247651917550833;Hugo;Pierre
1274;282621718521628;Kafka;Arnaldur
1275;197930859677769;Simenon;Fred
1276;173326271233742;Jon Ellory;Oscar
1277;194346451168303;Gide;Fred
1278;274931620556244;Proust;Mark
1279;252303346963562;Lemaitre;Amy
1280;267832632548823;Twain;Mark
1281;247748219172640;Higgins Clark;Nora
1282;199621628483627;Kerr;Émile
1283;118433110708258;Conan;Pierre
1284;210643177495114;Hayes;Camilla
1285;156370311435301;Kerr;Robert
1286;237305680612276;Pouchairet;Jean
1287;160201429341882;Leon;Maxime
1288;178148311484146;Parot;André
1289;271953155111833;Indridason;Michaël
1290;136220301024286;Indridason;Renaud
1291;183306449273312;Diderot;Åsa
1292;262116137421349;Allan;Jules
1293;246632671807681;de Musset;Jean
1294;182805121961397;Hayes;Fred
1295;287134186589955;Pouchairet;Bernard
1296;239334900193297;Nesbo;Maxime
1297;115300726087525;Läckberg;Arnaldur
1298;150297716057327;Bussi;Pierre
1299;281890982854736;Higgins Clark;Bernard
1300;173855462208510;Simenon;Edgar
1301;277206684403943;Hayes;Nora
1302;132468659156310;Seskis;Michel
1303;245830286542044;Hawkins;Roger
1304;185211373399898;Indridason;Georges
1305;217915045314419;K. Rowling;Michaël
1306;241792458931340;Larsson;Renaud
1307;234416992685023;Nesbø;Mary
1308;188201726723391;Twain;Terry
1309;214126435473751;Kafka;Isaac
1310;114120363029203;Camus;Philip
1311;161551475456426;de Balzac;Michel
1312;120009168703264;Larsson;Amy
1313;145720906076862;Gentry;Émile
1314;289159068500893;Paris;Amy
1315;189733017121455;Kafka;Camilla
1316;268750419929989;Proust;Ian
1317;150895075286320;Tolstoï;Michel
1318;296956082857962;Diderot;Mark
1319;224821411548003;Zola;Marc
1320;234570150762003;Roberts;Isaac
1321;146491216588098;Chattam;Jean
1322;129337909657611;Camus;Lisa
1323;169152380174960;Vargas;Pierre
1324;263430984060746;Coben;Louis
1325;122121539762933;Gentry;Jane
1326;110637785771346;Seskis;Alfred
1327;150654619939151;Paris;Pierre
1328;119881863374143;Asimov;Paula
1329;163948455089245;Läckberg;Victor
1330;281825456497377;Leon;Jean
1331;224943236073438;Roberts;Mary
1332;177508083045632;Camus;Jo
1333;173616590208435;Higgins Clark;Mary
1334;220883512329219;Eco;Amy
1335;225127357746774;Watson;Franz
1336;291963273242823;Conan;Mary
1337;288977120108191;Zola;Maxime
1338;280980227323686;Diderot;Lars
1339;285398068581859;Camus;Philip
1340;183577191775993;Mention;Oscar
1341;214212865112951;Vargas;Jane
1342;216587855167747;Simenon;Denis
1343;290396456663610;Asimov;Roger
1344;131311003409159;Proust;Tina
1345;181010512185869;Harper;Louis
1346;239652076286060;Leon;Arnaldur
1347;198191883223518;Aragon;Honoré
1348;151965096291288;Nesbo;Paula
1349;154135547754301;Hayes;Peter
1350;196141734969681;Seskis;Terry
1351;108732744515881;Kerr;Umberto
1352;282106864063911;Gentry;Pierre
1353;171811891625308;Twain;Mary
1354;135772928011106;Asimov;Mary
1355;264618620900771;Parot;Albert
1356;106206813397043;d' Aillon;Fred
1357;112985865928752;Bussi;Lars
1358;182055781769636;Gide;Mary
1359;151548965948539;Nesbø;Albert
1360;168582731458787;Vargas;Marcel
1361;134305162932297;Eco;Louis
1362;131978350287535;Simenon;Maxime
1363;112001865067734;Asimov;Tina
1364;128798947656874;J. Ellory;André
1365;268701910000385;Conan;Oscar
1366;260328001645713;Bussi;Pierre
1367;124496514288387;Kepler;Pierre
1368;210168424580224;Gardner;Michel
1369;280491623649784;Bussi;Jane
1370;137657224373658;Paris;Jane
1371;192501008858238;Conan;Renaud
1372;249611787529813;Nesbø;Georges
1373;236463099753913;Kerr;Terry
1374;174504412544365;Vargas;Alfred
1375;136138753094498;Nesbø;Terry
1376;286817820514052;Camus;Jane
1377;144978990311556;Bombard;Amy
1378;115482064723056;Aragon;J.
1379;252013733148547;Bussi;Umberto
1380;242436500337723;Indridason;Amy
1381;209482014016157;Higgins Clark;Roger
1382;169316773426727;Nesbo;J.
1383;259746858636682;Hawkins;S.J.
1384;125762150674462;Fleming;Franz
1385;133187003739473;Verne;Paula
1386;138914859288047;Gide;Jean
1387;114306010932407;Paris;Jo
1388;154304783974506;Kerr;Pierre
1389;226638985799446;Lemaitre;Georges
1390;245903027563189;Harper;Peter
1391;148895768164227;Tolstoï;Michaël
1392;195530105099818;Proust;Lars
1393;231804837718863;Kerr;Arthur
1394;197671118306185;Hayes;Tina
1395;137381078173462;Hayes;Émile
1396;112057596471922;Paris;Nora
1397;111413653891149;Kerr;Renaud
1398;200267112146552;Nesbø;Harlan
1399;179652117530739;Higgins;Bernard
1400;277374944487219;Paris;Robert
1401;147703727400391;K. Rowling;Louis
1402;127027948309794;Higgins;R.
1403;273708057993334;Zola;Alfred
1404;129483949986884;Vargas;Lisa
1405;198923324555958;Kerr;J.
1406;285656160927049;Zola;Lisa
1407;204694269866549;Shelley;Denis
1408;170393081442812;Shelley;B.A.
1409;169963290223600;Diderot;Michaël
1410;247317184976070;Chattam;Arnaldur
1411;160533962558309;Higgins;André
1412;196320995646824;Kerr;Edgar
1413;120896644925416;London;Georges
1414;205368325532832;Levy;Edgar
1415;240155054190622;Conan;Lisa
1416;129582707990813;Leon;Paula
1417;218515694967733;Harper;S.J.
1418;208461839248214;Lemaitre;Philip
1419;101519106300131;Conan;Arnaldur
1420;239162408328770;Higgins;Umberto
1421;252341245197252;Minier;Peter
1422;241578722534496;Bussi;Paula
1423;201021095626953;Gide;Alfred
1424;291682594975474;Austen;Jane
1425;238944659500180;Hugo;Michel
1426;245900993362669;Twain;Oscar
1427;126351845557320;Roberts;Mary
1428;153747729942864;Nesbo;Philip
1429;220901845406369;Higgins;Mark
1430;147797161467443;Zola;Michel
1431;152618009914635;Bombard;Robert
1432;230459115863004;Aragon;Philip
1433;147340286985315;May;Arnaldur
1434;147992494946164;Mention;Fred
1435;229831770240353;K. Rowling;Robert
1436;233555192035385;Austen;Pierre
1437;234870462017586;K. Rowling;Maxime
1438;221679207704037;de Balzac;Isaac
1439;170870560718851;Austen;Donna
1440;108084393918821;Chattam;Mary
1441;113268016813453;London;Ian
1442;253615354803095;Bombard;Peter
1443;221206567554368;Diderot;Léon
1444;105133006337521;Higgins;Albert
1445;135206934650210;Levy;Mary
1446;283860647907585;de Musset;Bernard
1447;223724948149748;Minier;Mary
1448;135706877210172;Seskis;Philip
1449;155963584134588;d' Aillon;Alfred
1450;197031304563810;Chattam;S.J.
1451;200490379349405;Paris;Jack
1452;234626539316049;Kerr;Lars
1453;254595056872773;J. Ellory;Robert
1454;229981789795130;Diderot;Ian
1455;258518806585812;Higgins;Jo
1456;254290131219638;Shelley;Peter
1457;184381156593170;Camus;Bernard
1458;275217111348516;Pouchairet;Lars
1459;157066977214831;Aragon;S.J.
1460;183607747929579;Jon Ellory;Oscar
1461;181644796918182;Kerr;André
1462;280587365216558;K. Rowling;Léon
1463;233253621090507;Asimov;Isaac
1464;188834085714901;Higgins Clark;Terry
1465;108473901598870;Levy;Mary
1466;191505338673290;Lemaitre;Renaud
1467;225197769573910;Kafka;Marcel
1468;222955828433615;Wilde;S.J.
1469;139554746740871;Simenon;Terry
1470;123666075816484;Levy;Arnaldur
1471;290482254867087;Camus;Lisa
1472;127402790908022;Kerr;S.J.
1473;253148321607321;J. Ellory;Arnaldur
1474;193535182409136;de Balzac;Peter
1475;278259237826655;Harper;Terry
1476;210558970851589;Lemaitre;Pierre
1477;230624985456928;Paris;Marcel
1478;264009056984432;Allan;Émile
1479;192667159648278;Lemaitre;Jean
1480;200184355627009;de Musset;Camilla
1481;200245007143517;Kafka;Edgar
1482;165223418653065;Nesbo;Louis
1483;259176892375403;Higgins Clark;Camilla
1484;145560661764242;de Balzac;Donna
1485;269909336960173;Kerr;Peter
1486;168163056866572;Aragon;Terry
1487;163906262820189;Bombard;Umberto
1488;138740610353565;Nesbø;Mary
1489;239596777571175;Asimov;Umberto
1490;179981761622491;Vargas;Umberto
1491;110896794271510;Kerr;Tina
1492;247539491428021;Larsson;Honoré
1493;240335764563499;Jon Ellory;Fred
1494;155871591637682;K. Rowling;Fred
1495;224402325727264;Allan;Åsa
1496;253351470611578;Pouchairet;Mary
1497;210262696042739;Allan;Jane
1498;133111920471981;Tolstoï;Honoré
1499;274391955891084;Kerr;Fred
1500;111683832115761;Twain;Alfred
1501;152758595738565;Parot;Oscar
1502;116196312382888;Allan;Isaac
1503;188780298571912;Camus;Robert
1504;198470270399585;Austen;Mark
1505;127311233199687;Aragon;Georges
1506;197527568051088;Gardner;Robert
1507;172204571700983;Tolstoï;Renaud
1508;257848954069333;Fleming;Fred
1509;251357109980825;Lemaitre;Lars
1510;243026891540062;Parot;Robert
1511;145456441690299;Proust;Mary
1512;197441474678156;Twain;Terry
1513;118685002467389;Asimov;Mary
1514;132301795956091;Hayes;Denis
1515;153653928736492;Tolstoï;Paula
1516;276369043977111;Kerr;Jo
1517;187421956674435;Asimov;Harlan
1518;221644549389832;Gardner;R.
1519;121292088821599;Läckberg;Michel
1520;296839007901849;Asimov;Victor
1521;275018078689817;Simenon;Marcel
1522;204910851745080;Hugo;Victor
1523;299102232897841;Eco;Jean-François
1524;107312818048959;Mention;Émile
1525;239890246719765;Eco;Donna
1526;175719292253243;Aragon;Mary
1527;152501424596224;K. Rowling;Franz
1528;157259568887702;Zola;Oscar
1529;201872675592497;Gentry;Georges
1530;199280260311332;Nesbø;B.A.
1531;174511020246831;Minier;Mary
1532;248363581471991;Jon Ellory;Jane
1533;175609062357627;Harper;Nora
1534;269493015498509;Vargas;Mary
1535;146025337798963;Proust;Honoré
1536;273724389715926;Levy;Alfred
1537;112912130958886;Gardner;Jo
1538;141488086784284;Lemaitre;Alfred
1539;272553107334738;Leon;Isaac
1540;122548978574602;Aragon;Mary
1541;280807258763141;Läckberg;André
1542;271180159453611;Higgins;Tina
1543;142251584153589;Hayes;Robert
1544;246986110616766;de Musset;Jane
1545;270657674050584;Vargas;Tina
1546;237884772056616;Fleming;Denis
1547;190803585381970;Larsson;Pierre
1548;184850680970186;Minier;Jules
1549;150770711715585;Hayes;Ian
1550;295516858488166;Fleming;Åsa
1551;290213557397738;Gardner;Mary
1552;268853688331350;Simenon;Pierre
1553;168948683628726;Conan;Victor
1554;289510825950882;Zola;Franz
1555;203764682581219;Larsson;Edgar
1556;220289589340792;Camus;Léon
1557;271813600454539;Läckberg;Lars
1558;130191461560004;Nesbø;Michel
1559;196940996488621;Roberts;Michaël
1560;263618846737277;Gentry;Umberto
1561;177600603193523;Kafka;Mary
1562;236208464206240;Verne;Émile
1563;152296019234630;Indridason;Peter
1564;260066385872057;Shelley;B.A.
1565;188727000374088;Pouchairet;Donna
1566;254983312199480;Simenon;Arnaldur
1567;291966423992692;Roberts;Lisa
1568;101384790152195;Coben;Ian
1569;263393825297604;Roberts;Louis
1570;246960941720718;May;Jack
1571;213902650945268;Nesbo;Ian
1572;264107865342385;Roberts;Donna
1573;119225889746637;Higgins;R.
1574;141442105361622;Eco;Bernard
1575;230908035303298;Verne;Victor
1576;287024529645354;Higgins Clark;Michel
1577;222904397624326;Proust;Camilla
1578;260365272825306;Asimov;Mary
1579;246436704354663;Nesbø;Peter
